Date,Customer_ID,Order_ID,User_Name,User_Email,Phone_Number,City,Product Name,Region,State,Rating,Brand,Product_Category,Product_ID,Revenue,Net_Profit,Units_Sold,Unit_Price,Discount_Percent
11/27/2024,CUST100138,ORD200138,Ananya,ananya138@gmail.com,9177730000,Chandigarh,Hand Sanitizer,East,Punjab,5,The Body Shop,Accessories,P100138,8540.98,25782.08,138,1481.8,26.37
11/28/2024,CUST100139,ORD200139,Ishita,ishita139@gmail.com,9181200000,Ahmedabad,Shaving Cream,East,Gujarat,5,Lakme,Haircare,P100139,124039.48,3549.43,102,1172.09,8.02
11/29/2024,CUST100140,ORD200140,Sanya,sanya140@gmail.com,9161180000,Chennai,Moisturizer,East,Tamil Nadu,5,Nykaa Cosmetics,Wellness,P100140,27076.41,29760.3,334,2657.48,35.77
11/30/2024,CUST100141,ORD200141,Priya,priya141@gmail.com,9171690000,Jaipur,Hand Sanitizer,North,Rajasthan,4,Nykaa Cosmetics,Fashion,P100141,69292.1,8425.84,177,861.18,35.11
1/12/2024,CUST100142,ORD200142,Arjun,arjun142@gmail.com,9188400000,Lucknow,Shaving Cream,South,Uttar Pradesh,4,The Body Shop,Accessories,P100142,135481.17,15598.79,169,3366.41,48.35
2/12/2024,CUST100143,ORD200143,Rohan,rohan143@gmail.com,9169680000,Mumbai,Sunscreen,West,Maharashtra,4,The Body Shop,Wellness,P100143,20506.66,31309.81,339,3066.18,15.01
3/12/2024,CUST100144,ORD200144,Sanya,sanya144@gmail.com,9170550000,Nagpur,Toothpaste,West,Maharashtra,3,Maybelline,Haircare,P100144,26323.04,37778.12,286,526.7,37.82
4/12/2024,CUST100145,ORD200145,Priya,priya145@gmail.com,9181140000,Bangalore,Hair Oil,North,Karnataka,3,The Body Shop,Wellness,P100145,13271.58,22436.17,261,278.95,21.7
5/12/2024,CUST100146,ORD200146,Neha,neha146@gmail.com,9184270000,Chandigarh,Conditioner,East,Punjab,3,Maybelline,Accessories,P100146,199219.75,20823.44,375,3139.41,27.92
6/12/2024,CUST100147,ORD200147,Sneha,sneha147@gmail.com,9177400000,Bangalore,Sunscreen,South,Karnataka,4,L'Oreal,Beauty,P100147,78028.28,20246.44,223,1542.04,40.82
7/12/2024,CUST100148,ORD200148,Sanya,sanya148@gmail.com,9169920000,Hyderabad,Hand Sanitizer,North,Telangana,2,The Body Shop,Fashion,P100148,181253.24,32680.93,199,523.58,11.1
8/12/2024,CUST100149,ORD200149,Sneha,sneha149@gmail.com,9181300000,Delhi,Hair Oil,North,Delhi,4,Lakme,Fashion,P100149,59423.54,39725.33,211,3821.2,17.14
9/12/2024,CUST100150,ORD200150,Rohan,rohan150@gmail.com,9184020000,Hyderabad,Aftershave,West,Telangana,5,Nykaa Cosmetics,Beauty,P100150,150887.31,25380.28,287,1638.82,38.67
10/12/2024,CUST100151,ORD200151,Kavya,kavya151@gmail.com,9167290000,Indore,Shampoo,West,Madhya Pradesh,4,Lakme,Accessories,P100151,44594.26,15207.03,180,2352.04,28.52
11/12/2024,CUST100152,ORD200152,Shreya,shreya152@gmail.com,9191130000,Coimbatore,Face Cream,South,Tamil Nadu,3,Huda Beauty,Fashion,P100152,100166.62,8824.71,250,1260.38,4.62
12/12/2024,CUST100153,ORD200153,Meera,meera153@gmail.com,9186970000,Jaipur,Body Lotion,East,Rajasthan,5,Minimalist,Accessories,P100153,165098.53,8032.97,231,3173.85,21.51
12/13/2024,CUST100154,ORD200154,Sanya,sanya154@gmail.com,9190600000,Patna,Moisturizer,South,Bihar,3,The Body Shop,Haircare,P100154,163450.55,34260.42,472,1577.29,29.33
12/14/2024,CUST100155,ORD200155,Kavya,kavya155@gmail.com,9192190000,Bangalore,Sunscreen,West,Karnataka,4,Nykaa Cosmetics,Accessories,P100155,159061.86,39694.85,482,4843.3,45.48
12/15/2024,CUST100156,ORD200156,Shreya,shreya156@gmail.com,9172160000,Chandigarh,Aftershave,East,Punjab,4,Lakme,Wellness,P100156,164923.15,27949.82,23,3544.44,9.42
12/16/2024,CUST100157,ORD200157,Vikram,vikram157@gmail.com,9195780000,Hyderabad,Perfume,South,Telangana,4,The Body Shop,Beauty,P100157,43082.98,38237.58,48,769.94,40.3
12/17/2024,CUST100158,ORD200158,Priya,priya158@gmail.com,9171990000,Chandigarh,Perfume,North,Punjab,4,The Body Shop,Accessories,P100158,96961.04,14064.82,109,2141.8,6.53
12/18/2024,CUST100159,ORD200159,Aditya,aditya159@gmail.com,9182520000,Mumbai,Shaving Cream,North,Maharashtra,5,Minimalist,Haircare,P100159,97489.42,25141.05,296,1988.56,12.11
12/19/2024,CUST100160,ORD200160,Meera,meera160@gmail.com,9184600000,Chandigarh,Face Wash,North,Punjab,4,L'Oreal,Skincare,P100160,178209.99,20516.21,6,2717.81,12.17
12/20/2024,CUST100161,ORD200161,Ishita,ishita161@gmail.com,9186330000,Ahmedabad,Face Cream,East,Gujarat,5,L'Oreal,Beauty,P100161,60081.47,19332.52,38,4225.46,43.87
12/21/2024,CUST100162,ORD200162,Diya,diya162@gmail.com,9174320000,Hyderabad,Body Wash,East,Telangana,5,Nykaa Cosmetics,Fashion,P100162,186367.68,25331.71,169,2958.77,9.95
12/22/2024,CUST100163,ORD200163,Meera,meera163@gmail.com,9173980000,Hyderabad,Face Wash,West,Telangana,3,Huda Beauty,Wellness,P100163,90708.35,12482.52,356,401.63,39.35
12/23/2024,CUST100164,ORD200164,Rahul,rahul164@gmail.com,9190160000,Nagpur,Shampoo,South,Maharashtra,3,L'Oreal,Fashion,P100164,134287.61,25660.83,283,3311.54,23.09
12/24/2024,CUST100165,ORD200165,Ananya,ananya165@gmail.com,9188750000,Indore,Serum,East,Madhya Pradesh,4,Minimalist,Haircare,P100165,54507.74,26947.18,203,140.5,49.95
12/25/2024,CUST100166,ORD200166,Harshita,harshita166@gmail.com,9189900000,Mumbai,Conditioner,East,Maharashtra,5,L'Oreal,Haircare,P100166,82649.32,33460.92,325,3921.81,41.95
12/26/2024,CUST100167,ORD200167,Amit,amit167@gmail.com,9179970000,Hyderabad,Deodorant,South,Telangana,5,Huda Beauty,Fashion,P100167,142250.39,29246.21,313,3366.52,36.99
12/27/2024,CUST100168,ORD200168,Meera,meera168@gmail.com,9177360000,Lucknow,Face Cream,West,Uttar Pradesh,5,Lakme,Beauty,P100168,103036.68,12859,273,1613.05,43.54
12/28/2024,CUST100169,ORD200169,Rohan,rohan169@gmail.com,9170510000,Nagpur,Shampoo,East,Maharashtra,5,L'Oreal,Fashion,P100169,186210.89,18086.92,244,1532.96,31.7
12/29/2024,CUST100170,ORD200170,Amit,amit170@gmail.com,9173490000,Bangalore,Body Wash,South,Karnataka,4,Minimalist,Accessories,P100170,147687.87,4903.08,327,4011.54,42.18
12/30/2024,CUST100171,ORD200171,Harshita,harshita171@gmail.com,9192270000,Nagpur,Moisturizer,East,Maharashtra,3,Maybelline,Fashion,P100171,113316.18,10366.04,475,3938.35,13.06
12/31/2024,CUST100172,ORD200172,Neha,neha172@gmail.com,9165920000,Bangalore,Serum,East,Karnataka,5,Minimalist,Wellness,P100172,177447.28,20885.71,47,1826.28,4.89
1/1/2025,CUST100173,ORD200173,Vivaan,vivaan173@gmail.com,9179290000,Lucknow,Lip Balm,West,Uttar Pradesh,5,MAC,Wellness,P100173,133445.72,4120.36,249,1564.84,30.8
2/1/2025,CUST100174,ORD200174,Neha,neha174@gmail.com,9176390000,Hyderabad,Shampoo,North,Telangana,4,MAC,Skincare,P100174,129816.77,22867.19,79,2843.14,21.73
3/1/2025,CUST100175,ORD200175,Ananya,ananya175@gmail.com,9168540000,Chennai,Face Wash,East,Tamil Nadu,5,L'Oreal,Wellness,P100175,50027.9,15672.14,110,140.99,21.32
4/1/2025,CUST100176,ORD200176,Sneha,sneha176@gmail.com,9167020000,Chandigarh,Serum,West,Punjab,5,Lakme,Fashion,P100176,79576.54,1487.17,13,505.07,26.34
5/1/2025,CUST100177,ORD200177,Shreya,shreya177@gmail.com,9198190000,Bangalore,Serum,South,Karnataka,5,The Body Shop,Wellness,P100177,136977.43,17434.47,395,718.23,18.07
6/1/2025,CUST100178,ORD200178,Ananya,ananya178@gmail.com,9186940000,Chennai,Shaving Cream,South,Tamil Nadu,3,Lakme,Beauty,P100178,178466.55,11317.49,380,1008.52,31.3
7/1/2025,CUST100179,ORD200179,Priya,priya179@gmail.com,9186190000,Lucknow,Serum,North,Uttar Pradesh,3,Minimalist,Wellness,P100179,63793.95,2772.4,365,2608.89,1.53
8/1/2025,CUST100180,ORD200180,Aditya,aditya180@gmail.com,9162370000,Jaipur,Deodorant,South,Rajasthan,3,Nykaa Cosmetics,Accessories,P100180,43881.64,11805.46,90,4961.99,48.49
9/1/2025,CUST100181,ORD200181,Aditya,aditya181@gmail.com,9183170000,Nagpur,Aftershave,North,Maharashtra,5,Maybelline,Beauty,P100181,119145.5,11834.4,342,3297.81,46.24
10/1/2025,CUST100182,ORD200182,Ishita,ishita182@gmail.com,9186320000,Mumbai,Aftershave,East,Maharashtra,2,Lakme,Skincare,P100182,14372.22,14267.44,348,400.36,46.76
11/1/2025,CUST100183,ORD200183,Ishita,ishita183@gmail.com,9194080000,Bangalore,Toner,North,Karnataka,4,Huda Beauty,Accessories,P100183,143193.8,14722.35,280,2675.34,18.25
12/1/2025,CUST100184,ORD200184,Diya,diya184@gmail.com,9193350000,Kolkata,Serum,East,West Bengal,5,Minimalist,Fashion,P100184,140924.57,17247.88,221,2533.56,26.59
1/13/2025,CUST100185,ORD200185,Sanya,sanya185@gmail.com,9175200000,Jaipur,Lip Balm,South,Rajasthan,3,Maybelline,Fashion,P100185,71638.24,3769.13,73,806.42,47.71
1/14/2025,CUST100186,ORD200186,Sneha,sneha186@gmail.com,9197450000,Delhi,Moisturizer,North,Delhi,4,MAC,Fashion,P100186,178642.85,310.58,234,4609.33,45.12
1/15/2025,CUST100187,ORD200187,Rahul,rahul187@gmail.com,9179900000,Chandigarh,Conditioner,West,Punjab,5,Minimalist,Accessories,P100187,100934.05,29466.69,260,2259.75,39.51
1/16/2025,CUST100188,ORD200188,Shreya,shreya188@gmail.com,9161930000,Jaipur,Shampoo,South,Rajasthan,3,Maybelline,Accessories,P100188,129507.23,13560.12,113,4973.34,20.37
1/17/2025,CUST100189,ORD200189,Sneha,sneha189@gmail.com,9172150000,Kolkata,Hair Oil,South,West Bengal,4,Huda Beauty,Accessories,P100189,42706.12,24583.11,46,2158.35,28.22
1/18/2025,CUST100190,ORD200190,Vikram,vikram190@gmail.com,9194730000,Kolkata,Lip Balm,South,West Bengal,3,L'Oreal,Beauty,P100190,84050.73,12350.69,274,3078.99,39.65
1/19/2025,CUST100191,ORD200191,Priya,priya191@gmail.com,9188690000,Hyderabad,Body Lotion,South,Telangana,4,Huda Beauty,Haircare,P100191,172621.09,39369.07,43,613.34,13.65
1/20/2025,CUST100192,ORD200192,Diya,diya192@gmail.com,9164730000,Kolkata,Face Cream,South,West Bengal,5,Huda Beauty,Beauty,P100192,43374.97,12685.45,208,2325.72,31.32
1/21/2025,CUST100193,ORD200193,Amit,amit193@gmail.com,9171960000,Coimbatore,Hair Oil,West,Tamil Nadu,2,L'Oreal,Fashion,P100193,78724.3,24241.27,417,1269.95,41.4
1/22/2025,CUST100194,ORD200194,Harshita,harshita194@gmail.com,9171890000,Indore,Lip Balm,West,Madhya Pradesh,5,L'Oreal,Haircare,P100194,64297.23,8876.85,349,4194.27,35.37
1/23/2025,CUST100195,ORD200195,Neha,neha195@gmail.com,9191160000,Jaipur,Shampoo,West,Rajasthan,5,L'Oreal,Wellness,P100195,31070.93,20760.31,103,3941.21,23.97
1/24/2025,CUST100196,ORD200196,Arjun,arjun196@gmail.com,9160260000,Bangalore,Face Cream,North,Karnataka,5,L'Oreal,Fashion,P100196,58653.87,23215.3,124,4138.48,29.23
1/25/2025,CUST100197,ORD200197,Amit,amit197@gmail.com,9177790000,Coimbatore,Moisturizer,South,Tamil Nadu,4,L'Oreal,Skincare,P100197,47321.68,7394.68,10,3645.69,49.43
1/26/2025,CUST100198,ORD200198,Aarav,aarav198@gmail.com,9166300000,Patna,Perfume,North,Bihar,4,Huda Beauty,Beauty,P100198,184795.13,5033.85,329,4180.15,30.1
1/27/2025,CUST100199,ORD200199,Kavya,kavya199@gmail.com,9190060000,Jaipur,Face Mask,North,Rajasthan,5,Nykaa Cosmetics,Accessories,P100199,148474.68,38946.69,187,1084.06,39.28
1/28/2025,CUST100200,ORD200200,Ishita,ishita200@gmail.com,9186370000,Chennai,Moisturizer,North,Tamil Nadu,2,Nykaa Cosmetics,Beauty,P100200,63904.21,35741.38,31,2315.01,36.33
1/29/2025,CUST100201,ORD200201,Kavya,kavya201@gmail.com,9180750000,Bangalore,Body Lotion,South,Karnataka,5,Minimalist,Accessories,P100201,152904.47,26436.68,156,3490.05,35.07
1/30/2025,CUST100202,ORD200202,Vikram,vikram202@gmail.com,9195890000,Mumbai,Face Mask,South,Maharashtra,5,Lakme,Haircare,P100202,5405.85,34456.07,60,3223.22,35.82
1/31/2025,CUST100203,ORD200203,Kavya,kavya203@gmail.com,9175770000,Patna,Lip Balm,North,Bihar,4,Nykaa Cosmetics,Skincare,P100203,105778.42,3912.86,249,3610.14,22.72
1/2/2025,CUST100204,ORD200204,Shreya,shreya204@gmail.com,9166160000,Coimbatore,Toner,South,Tamil Nadu,4,MAC,Haircare,P100204,50816.58,29202.11,387,1198.87,23.71
2/2/2025,CUST100205,ORD200205,Sanya,sanya205@gmail.com,9178650000,Lucknow,Body Lotion,North,Uttar Pradesh,4,Nykaa Cosmetics,Skincare,P100205,23750.09,11495.61,374,582.33,23.39
3/2/2025,CUST100206,ORD200206,Shreya,shreya206@gmail.com,9190700000,Kolkata,Face Cream,South,West Bengal,2,Huda Beauty,Beauty,P100206,176867.95,21625.78,439,4592.35,1.66
4/2/2025,CUST100207,ORD200207,Harshita,harshita207@gmail.com,9168710000,Delhi,Aftershave,South,Delhi,4,L'Oreal,Accessories,P100207,40668.77,30616.08,270,2844.84,12.05
5/2/2025,CUST100208,ORD200208,Kavya,kavya208@gmail.com,9187640000,Chandigarh,Conditioner,North,Punjab,5,Minimalist,Haircare,P100208,164655.83,1435.83,442,853.75,7.73
6/2/2025,CUST100209,ORD200209,Vikram,vikram209@gmail.com,9189970000,Jaipur,Aftershave,West,Rajasthan,5,L'Oreal,Skincare,P100209,83231.31,27824.04,217,3987.84,44.32
7/2/2025,CUST100210,ORD200210,Rahul,rahul210@gmail.com,9177990000,Nagpur,Serum,South,Maharashtra,5,The Body Shop,Fashion,P100210,3843.86,17451.18,399,4583.16,13.75
8/2/2025,CUST100211,ORD200211,Meera,meera211@gmail.com,9168200000,Mumbai,Deodorant,North,Maharashtra,3,The Body Shop,Fashion,P100211,146774.03,17642.95,2,930.86,6.92
9/2/2025,CUST100212,ORD200212,Priya,priya212@gmail.com,9168390000,Bangalore,Conditioner,North,Karnataka,3,The Body Shop,Haircare,P100212,119675.59,36300.4,24,4105.32,5.99
10/2/2025,CUST100213,ORD200213,Vikram,vikram213@gmail.com,9177570000,Pune,Moisturizer,South,Maharashtra,5,Huda Beauty,Accessories,P100213,69490.2,34403.48,206,4672.8,35
11/2/2025,CUST100214,ORD200214,Arjun,arjun214@gmail.com,9192210000,Chennai,Hair Oil,South,Tamil Nadu,3,MAC,Haircare,P100214,57027.64,2395.6,320,4697.97,0.3
12/2/2025,CUST100215,ORD200215,Ishita,ishita215@gmail.com,9179070000,Nagpur,Perfume,North,Maharashtra,5,Nykaa Cosmetics,Beauty,P100215,15664.56,24770.79,496,4579.37,23.57
2/13/2025,CUST100216,ORD200216,Neha,neha216@gmail.com,9173000000,Mumbai,Deodorant,North,Maharashtra,2,Huda Beauty,Skincare,P100216,188343.69,17490.26,199,2777.46,5.94
2/14/2025,CUST100217,ORD200217,Ishita,ishita217@gmail.com,9167080000,Delhi,Hair Oil,North,Delhi,5,Lakme,Beauty,P100217,99302.99,4800.8,356,1845.44,42.48
2/15/2025,CUST100218,ORD200218,Neha,neha218@gmail.com,9199530000,Hyderabad,Face Wash,East,Telangana,4,Minimalist,Fashion,P100218,18019.38,34056.95,114,135.64,47.92
2/16/2025,CUST100219,ORD200219,Akshay,akshay219@gmail.com,9185330000,Kolkata,Sunscreen,South,West Bengal,4,L'Oreal,Skincare,P100219,173867.26,2953.29,280,398.47,47.94
2/17/2025,CUST100220,ORD200220,Neha,neha220@gmail.com,9173600000,Chandigarh,Conditioner,East,Punjab,5,The Body Shop,Haircare,P100220,56487.8,1380.69,155,2201.31,22.1
2/18/2025,CUST100221,ORD200221,Rahul,rahul221@gmail.com,9161200000,Chennai,Soap,North,Tamil Nadu,3,Maybelline,Beauty,P100221,41516.94,7980.87,165,2056.7,32.23
2/19/2025,CUST100222,ORD200222,Shreya,shreya222@gmail.com,9185430000,Coimbatore,Soap,East,Tamil Nadu,2,Lakme,Wellness,P100222,56906.55,12204.83,486,1005.1,29.99
2/20/2025,CUST100223,ORD200223,Diya,diya223@gmail.com,9195750000,Jaipur,Hand Sanitizer,West,Rajasthan,3,The Body Shop,Accessories,P100223,113349.72,2529.14,222,2037.85,17.5
2/21/2025,CUST100224,ORD200224,Ishita,ishita224@gmail.com,9195450000,Mumbai,Shampoo,North,Maharashtra,4,MAC,Accessories,P100224,15737.24,25688.33,91,955.79,22.2
2/22/2025,CUST100225,ORD200225,Arjun,arjun225@gmail.com,9191150000,Jaipur,Hair Oil,West,Rajasthan,1,Lakme,Wellness,P100225,96869.62,17542.29,167,4259.08,3.22
2/23/2025,CUST100226,ORD200226,Amit,amit226@gmail.com,9198430000,Chandigarh,Moisturizer,East,Punjab,5,Huda Beauty,Fashion,P100226,179252.95,16546.34,447,1561.15,39.78
2/24/2025,CUST100227,ORD200227,Priya,priya227@gmail.com,9194550000,Delhi,Face Cream,West,Delhi,4,Nykaa Cosmetics,Skincare,P100227,38446.15,5899.1,207,3032.97,12.04
2/25/2025,CUST100228,ORD200228,Diya,diya228@gmail.com,9196890000,Coimbatore,Serum,East,Tamil Nadu,5,L'Oreal,Accessories,P100228,66906.57,17567.78,282,2563.93,23.03
2/26/2025,CUST100229,ORD200229,Meera,meera229@gmail.com,9170980000,Indore,Body Wash,South,Madhya Pradesh,5,Minimalist,Wellness,P100229,79828.27,15667.62,65,354.22,24.03
2/27/2025,CUST100230,ORD200230,Arjun,arjun230@gmail.com,9188830000,Ahmedabad,Toothpaste,South,Gujarat,4,MAC,Haircare,P100230,117657.92,15407.34,376,4716.95,28.04
2/28/2025,CUST100231,ORD200231,Akshay,akshay231@gmail.com,9185000000,Nagpur,Toner,East,Maharashtra,3,MAC,Wellness,P100231,183931.6,8820.82,4,2683.41,40.89
1/3/2025,CUST100232,ORD200232,Diya,diya232@gmail.com,9193240000,Jaipur,Face Wash,North,Rajasthan,5,Maybelline,Fashion,P100232,79513.3,3868.05,157,1692.78,34.59
2/3/2025,CUST100233,ORD200233,Priya,priya233@gmail.com,9198440000,Pune,Sunscreen,South,Maharashtra,1,Lakme,Fashion,P100233,14761.42,10502.25,249,874.82,33.15
3/3/2025,CUST100234,ORD200234,Neha,neha234@gmail.com,9173320000,Nagpur,Body Wash,East,Maharashtra,4,Maybelline,Beauty,P100234,70242.22,26724.08,257,1758.78,26.34
4/3/2025,CUST100235,ORD200235,Aditya,aditya235@gmail.com,9166270000,Lucknow,Face Mask,North,Uttar Pradesh,5,Nykaa Cosmetics,Accessories,P100235,38827,3009.65,235,200.51,4.8
5/3/2025,CUST100236,ORD200236,Arjun,arjun236@gmail.com,9179440000,Patna,Body Wash,South,Bihar,5,The Body Shop,Beauty,P100236,130703.12,15354.75,306,1881.43,20.1
6/3/2025,CUST100237,ORD200237,Arjun,arjun237@gmail.com,9186050000,Pune,Moisturizer,East,Maharashtra,1,Nykaa Cosmetics,Wellness,P100237,6823.16,20623.61,366,2704.28,47.87
7/3/2025,CUST100238,ORD200238,Priya,priya238@gmail.com,9195940000,Lucknow,Soap,North,Uttar Pradesh,5,The Body Shop,Skincare,P100238,59094.06,38529.76,470,4372.14,49.78
8/3/2025,CUST100239,ORD200239,Ananya,ananya239@gmail.com,9190070000,Bangalore,Hand Sanitizer,North,Karnataka,3,Maybelline,Skincare,P100239,109489.53,33768.62,395,3468.13,36.52
9/3/2025,CUST100240,ORD200240,Meera,meera240@gmail.com,9161560000,Indore,Hair Oil,East,Madhya Pradesh,4,L'Oreal,Fashion,P100240,56189.51,36672.87,74,646.75,11.38
10/3/2025,CUST100241,ORD200241,Rahul,rahul241@gmail.com,9178330000,Chandigarh,Conditioner,West,Punjab,5,Nykaa Cosmetics,Skincare,P100241,110648.06,32818.06,187,823.96,5.09
11/3/2025,CUST100242,ORD200242,Kavya,kavya242@gmail.com,9165610000,Chandigarh,Conditioner,West,Punjab,3,Maybelline,Skincare,P100242,23827.75,23605.67,62,2197.8,20.74
12/3/2025,CUST100243,ORD200243,Vivaan,vivaan243@gmail.com,9179510000,Hyderabad,Conditioner,West,Telangana,5,Lakme,Skincare,P100243,188618.29,34445.39,337,1058.97,42.83
3/13/2025,CUST100244,ORD200244,Harshita,harshita244@gmail.com,9188860000,Pune,Hand Sanitizer,West,Maharashtra,4,Maybelline,Wellness,P100244,58890.45,22653.37,164,236.46,36.09
3/14/2025,CUST100245,ORD200245,Diya,diya245@gmail.com,9193470000,Kolkata,Moisturizer,North,West Bengal,3,Maybelline,Skincare,P100245,184677.17,14374.14,56,4044.57,44.19
3/15/2025,CUST100246,ORD200246,Rahul,rahul246@gmail.com,9198690000,Chennai,Perfume,West,Tamil Nadu,2,Huda Beauty,Haircare,P100246,65841.25,14956.45,111,195.66,30.79
3/16/2025,CUST100247,ORD200247,Sanya,sanya247@gmail.com,9185950000,Chandigarh,Shaving Cream,East,Punjab,4,Nykaa Cosmetics,Skincare,P100247,156586.2,22661.92,218,4170.38,6.52
3/17/2025,CUST100248,ORD200248,Ishita,ishita248@gmail.com,9185900000,Coimbatore,Hair Oil,North,Tamil Nadu,3,Minimalist,Skincare,P100248,49991.28,32396.64,240,806.11,5.74
3/18/2025,CUST100249,ORD200249,Aditya,aditya249@gmail.com,9174520000,Chandigarh,Toner,West,Punjab,4,L'Oreal,Beauty,P100249,134284.01,5432.74,21,4875.92,2.4
3/19/2025,CUST100250,ORD200250,Shreya,shreya250@gmail.com,9161620000,Ahmedabad,Face Wash,East,Gujarat,4,L'Oreal,Wellness,P100250,65419.53,1666.68,141,3058.98,28.35
3/20/2025,CUST100251,ORD200251,Vikram,vikram251@gmail.com,9171080000,Hyderabad,Body Wash,South,Telangana,4,Huda Beauty,Fashion,P100251,102322.67,31603.79,265,3701.42,12.14
3/21/2025,CUST100252,ORD200252,Arjun,arjun252@gmail.com,9164930000,Delhi,Hair Oil,North,Delhi,5,The Body Shop,Beauty,P100252,135089.02,25938.92,139,641.37,36.72
3/22/2025,CUST100253,ORD200253,Neha,neha253@gmail.com,9167240000,Mumbai,Shampoo,East,Maharashtra,2,MAC,Accessories,P100253,118187.62,32870.28,459,4324.31,34.31
3/23/2025,CUST100254,ORD200254,Vikram,vikram254@gmail.com,9175790000,Kolkata,Shampoo,West,West Bengal,5,The Body Shop,Wellness,P100254,115679.84,39069.39,70,4212.04,15.91
3/24/2025,CUST100255,ORD200255,Ishita,ishita255@gmail.com,9198230000,Nagpur,Face Mask,East,Maharashtra,4,L'Oreal,Haircare,P100255,14070.49,10130.62,385,3299.66,8.84
3/25/2025,CUST100256,ORD200256,Arjun,arjun256@gmail.com,9197870000,Bangalore,Serum,North,Karnataka,5,Maybelline,Wellness,P100256,50566.29,7852.25,118,2561.15,5.12
3/26/2025,CUST100257,ORD200257,Neha,neha257@gmail.com,9189020000,Jaipur,Soap,South,Rajasthan,5,Huda Beauty,Accessories,P100257,114796.02,13705.04,198,3635.3,36.87
3/27/2025,CUST100258,ORD200258,Shreya,shreya258@gmail.com,9179450000,Chennai,Moisturizer,West,Tamil Nadu,4,Lakme,Accessories,P100258,4645.12,35130.7,205,129.05,22.52
3/28/2025,CUST100259,ORD200259,Ananya,ananya259@gmail.com,9178820000,Delhi,Face Cream,East,Delhi,5,Nykaa Cosmetics,Accessories,P100259,50878.21,657.16,214,3002.96,16.18
3/29/2025,CUST100260,ORD200260,Sneha,sneha260@gmail.com,9186580000,Ahmedabad,Face Mask,South,Gujarat,5,Nykaa Cosmetics,Fashion,P100260,46607.86,520.24,56,4252.29,42.83
3/30/2025,CUST100261,ORD200261,Ananya,ananya261@gmail.com,9199370000,Pune,Deodorant,North,Maharashtra,4,Minimalist,Skincare,P100261,50721.37,8749.78,287,1848.81,29.68
3/31/2025,CUST100262,ORD200262,Ananya,ananya262@gmail.com,9168280000,Pune,Body Lotion,West,Maharashtra,1,Nykaa Cosmetics,Wellness,P100262,107586.29,15099.06,470,630.62,25.9
1/4/2025,CUST100263,ORD200263,Aarav,aarav263@gmail.com,9173810000,Coimbatore,Soap,South,Tamil Nadu,5,Maybelline,Skincare,P100263,116810.11,12163.61,293,2162.3,37.17
2/4/2025,CUST100264,ORD200264,Kavya,kavya264@gmail.com,9184080000,Jaipur,Aftershave,North,Rajasthan,3,Lakme,Skincare,P100264,181890.6,33014.22,175,3662.81,40.78
3/4/2025,CUST100265,ORD200265,Sanya,sanya265@gmail.com,9197760000,Indore,Shaving Cream,West,Madhya Pradesh,3,Huda Beauty,Haircare,P100265,77820.18,27619.92,347,625.78,34.3
4/4/2025,CUST100266,ORD200266,Shreya,shreya266@gmail.com,9162700000,Delhi,Lip Balm,East,Delhi,1,Huda Beauty,Accessories,P100266,185389.2,33529.56,370,1109.64,22
5/4/2025,CUST100267,ORD200267,Rahul,rahul267@gmail.com,9184320000,Mumbai,Shampoo,South,Maharashtra,5,Nykaa Cosmetics,Fashion,P100267,130738.91,15412.04,462,823,18.96
6/4/2025,CUST100268,ORD200268,Diya,diya268@gmail.com,9189100000,Lucknow,Conditioner,North,Uttar Pradesh,4,Lakme,Haircare,P100268,182619.42,23872.83,128,4005.04,38.58
7/4/2025,CUST100269,ORD200269,Ananya,ananya269@gmail.com,9186570000,Lucknow,Moisturizer,East,Uttar Pradesh,4,Lakme,Beauty,P100269,166860.95,20666.67,431,408.17,25.9
8/4/2025,CUST100270,ORD200270,Rahul,rahul270@gmail.com,9180180000,Coimbatore,Hair Oil,West,Tamil Nadu,5,Lakme,Fashion,P100270,137828.91,19041.59,378,3464.27,35.22
9/4/2025,CUST100271,ORD200271,Meera,meera271@gmail.com,9167680000,Ahmedabad,Conditioner,South,Gujarat,3,L'Oreal,Skincare,P100271,71865.07,11595.32,325,1895.64,44.52
10/4/2025,CUST100272,ORD200272,Vikram,vikram272@gmail.com,9173170000,Mumbai,Serum,North,Maharashtra,4,L'Oreal,Fashion,P100272,48980.98,28397.9,442,3803.38,45.79
11/4/2025,CUST100273,ORD200273,Aarav,aarav273@gmail.com,9180670000,Kolkata,Body Lotion,South,West Bengal,3,Nykaa Cosmetics,Accessories,P100273,45255.9,21008.78,292,4825.48,13.89
12/4/2025,CUST100274,ORD200274,Aditya,aditya274@gmail.com,9185480000,Chennai,Sunscreen,East,Tamil Nadu,5,Lakme,Beauty,P100274,190482.59,3236.25,288,661.27,9.39
4/13/2025,CUST100275,ORD200275,Amit,amit275@gmail.com,9190560000,Indore,Body Wash,East,Madhya Pradesh,5,MAC,Accessories,P100275,191756.19,120.84,226,1640.49,13.06
4/14/2025,CUST100276,ORD200276,Sneha,sneha276@gmail.com,9170190000,Delhi,Hand Sanitizer,North,Delhi,5,Lakme,Beauty,P100276,145241.44,910.73,64,4069.61,37.57
